amount,hour,transaction_type,merchant_category,country,device_risk_score,ip_risk_score,account_age_days,previous_transactions,international,is_fraud
61.07,21,POS,Electronics,UAE,0.635,0.297,2145,13,1,0
25.29,15,POS,Food,India,0.351,0.334,871,19,0,0
25.61,20,POS,Entertainment,India,0.466,0.203,243,9,0,0
283.46,19,Online,Food,India,0.495,0.38,628,13,0,0
57.03,19,Online,Travel,India,0.577,0.268,1563,16,0,0
343.9,20,POS,Grocery,India,0.225,0.295,2859,18,0,0
39.9,5,ATM,Grocery,India,0.26,0.351,2111,13,0,0
89.23,0,POS,Electronics,India,0.471,0.347,1435,6,0,0
729.73,3,Online,Entertainment,UAE,0.355,0.32,1851,10,1,0
23.16,5,Bank Transfer,Entertainment,India,0.339,0.483,2215,10,0,0
10.0,16,Online,Entertainment,USA,0.093,0.313,2054,11,1,0
241.43,12,Online,Entertainment,India,0.304,0.215,319,13,0,0
29.17,11,POS,Grocery,UK,0.047,0.249,1607,14,1,0
65.32,0,POS,Utilities,India,0.058,0.194,2698,13,0,0
37.12,16,ATM,Utilities,India,0.437,0.287,1899,12,0,0
87.2,8,Online,Utilities,India,0.295,0.19,1135,12,0,0
25.78,18,POS,Electronics,India,0.34,0.514,1682,8,0,0
55.7,2,Bank Transfer,Travel,India,0.353,0.026,2158,12,0,0
104.57,7,Online,Utilities,India,0.558,0.088,235,2,0,0
24.33,1,ATM,Travel,Singapore,0.247,0.3,552,9,1,0
33.11,6,Online,Entertainment,India,0.171,0.19,1756,12,0,0
47.12,22,Bank Transfer,Utilities,UAE,0.458,0.295,277,11,1,0
15.98,11,POS,Utilities,India,0.093,0.242,1398,10,0,0
43.7,10,POS,Food,India,0.367,0.102,2282,13,0,0
75.1,6,Bank Transfer,Utilities,India,0.196,0.208,1514,9,0,0
44.72,6,Bank Transfer,Entertainment,India,0.157,0.171,2414,11,0,0
50.84,16,Online,Utilities,Singapore,0.324,0.139,224,7,1,0
65.37,23,POS,Electronics,India,0.235,0.195,1386,14,0,0
34.61,17,POS,Food,Singapore,0.12,0.398,2711,12,1,0
133.09,17,ATM,Entertainment,India,0.132,0.149,1801,7,0,0
280.33,11,ATM,Travel,India,0.265,0.277,2516,20,0,0
41.91,2,POS,Travel,India,0.676,0.217,1206,14,0,0
108.33,17,POS,Electronics,USA,0.19,0.387,151,14,1,0
52.48,19,Online,Electronics,India,0.288,0.34,915,8,0,0
96.11,12,ATM,Entertainment,UAE,0.314,0.348,2698,14,1,0
319.19,2,Online,Utilities,India,0.162,0.293,662,12,0,0
110.9,17,Online,Grocery,India,0.459,0.409,2531,18,0,0
11.32,22,Bank Transfer,Travel,UK,0.256,0.369,1907,16,1,0
105.0,5,POS,Utilities,India,0.272,0.373,2330,17,0,0
228.8,3,Online,Food,UK,0.435,0.513,2843,14,1,0
53.43,17,Online,Travel,India,0.265,0.214,2790,13,0,0
180.48,7,Online,Food,USA,0.608,0.436,1521,8,1,0
33.44,17,Bank Transfer,Utilities,India,0.332,0.515,1979,12,0,0
15.1,16,Online,Electronics,UAE,0.391,0.16,336,9,1,0
76.8,6,Online,Electronics,India,0.675,0.426,368,17,0,0
11.51,1,POS,Food,UK,0.635,0.075,2775,9,1,0
52.47,13,ATM,Utilities,India,0.036,0.191,480,12,0,0
241.49,9,POS,Food,UK,0.304,0.388,155,5,1,0
9.88,20,POS,Utilities,Singapore,0.331,0.273,216,12,1,0
18.55,8,Online,Entertainment,Singapore,0.013,0.46,47,14,1,0
23.76,5,Online,Electronics,India,0.079,0.462,1258,13,0,0
62.59,20,Bank Transfer,Electronics,India,0.103,0.227,253,10,0,0
46.26,17,ATM,Entertainment,Singapore,0.09,0.413,492,14,1,0
270.19,14,ATM,Grocery,India,0.309,0.597,2642,7,0,0
173.18,22,POS,Travel,India,0.267,0.201,104,17,0,0
109.43,18,Online,Travel,India,0.396,0.261,351,12,0,0
77.14,20,Bank Transfer,Entertainment,India,0.275,0.249,1550,12,0,0
98.81,19,Online,Entertainment,India,0.171,0.416,621,10,0,0
28.16,9,ATM,Entertainment,USA,0.365,0.652,921,9,1,0
157.15,1,Online,Grocery,India,0.306,0.317,1395,14,0,0
21.93,14,POS,Travel,India,0.236,0.578,596,6,0,0
153.76,18,Online,Travel,Singapore,0.469,0.308,2187,12,1,0
218.36,23,POS,Grocery,India,0.203,0.197,2103,9,0,0
82.34,16,POS,Travel,Singapore,0.231,0.104,53,13,1,0
55.91,13,POS,Electronics,India,0.27,0.399,1720,11,0,0
99.52,13,POS,Utilities,India,0.251,0.452,1000,10,0,0
3.81,2,Online,Travel,India,0.425,0.541,1654,12,0,0
90.22,0,Bank Transfer,Utilities,India,0.178,0.316,1966,11,0,0
59.54,1,Online,Entertainment,USA,0.472,0.483,1059,13,1,0
63.39,21,ATM,Grocery,India,0.252,0.181,1827,10,0,0
135.17,18,Online,Travel,India,0.525,0.168,2266,10,0,0
61.88,6,POS,Electronics,India,0.08,0.126,2411,15,0,0
21.32,10,POS,Utilities,India,0.43,0.124,457,7,0,0
57.89,11,Bank Transfer,Entertainment,Singapore,0.424,0.389,1663,11,1,0
71.35,5,Online,Utilities,India,0.216,0.049,1333,7,0,0
74.81,10,Bank Transfer,Travel,India,0.083,0.258,2701,8,0,0
78.41,8,POS,Utilities,India,0.236,0.464,1161,16,0,0
188.55,16,ATM,Utilities,USA,0.404,0.389,708,15,1,0
22.51,18,ATM,Food,India,0.218,0.376,2389,10,0,0
79.5,2,Bank Transfer,Grocery,India,0.124,0.124,1177,15,0,0
242.24,11,POS,Travel,UK,0.272,0.483,559,15,1,0
11.77,23,Bank Transfer,Grocery,India,0.455,0.144,1613,10,0,0
79.81,20,Online,Entertainment,USA,0.058,0.203,2961,14,1,0
37.14,19,ATM,Travel,India,0.165,0.342,894,11,0,0
46.03,17,Online,Entertainment,UAE,0.309,0.038,477,14,1,0
26.98,0,Online,Travel,India,0.132,0.197,1415,7,0,0
56.29,23,Online,Utilities,India,0.282,0.003,1320,11,0,0
420.42,17,ATM,Entertainment,India,0.729,0.284,897,6,0,0
18.83,21,POS,Electronics,India,0.784,0.502,1820,5,0,0
20.71,21,Online,Electronics,India,0.377,0.58,63,14,0,0
18.14,6,Online,Grocery,India,0.269,0.141,1268,12,0,0
375.18,0,ATM,Grocery,India,0.537,0.203,400,11,0,0
42.0,15,Online,Utilities,USA,0.275,0.163,2627,13,1,0
65.0,11,Online,Entertainment,India,0.311,0.256,1651,17,0,0
44.58,0,Online,Utilities,USA,0.022,0.322,1933,9,1,1
25.93,6,Online,Food,India,0.514,0.167,1802,7,0,0
52.71,23,Online,Travel,India,0.163,0.307,2044,12,0,0
779.18,8,ATM,Grocery,USA,0.529,0.029,2044,15,1,0
268.29,6,ATM,Entertainment,Singapore,0.136,0.639,2644,14,1,0
28.42,15,Online,Travel,UK,0.206,0.128,1837,13,1,0
127.43,15,POS,Grocery,India,0.153,0.168,388,16,0,0
29.03,7,Online,Grocery,India,0.121,0.661,1116,10,0,0
11.29,20,POS,Food,UAE,0.261,0.183,1341,14,1,0
184.84,13,POS,Utilities,India,0.513,0.157,2715,17,0,0
212.74,3,ATM,Electronics,India,0.053,0.415,1206,11,0,0
189.82,7,Online,Utilities,India,0.24,0.442,2602,10,0,0
41.68,20,Online,Electronics,USA,0.355,0.291,2252,12,1,0
56.44,2,Bank Transfer,Entertainment,UK,0.25,0.331,1175,8,1,0
141.14,0,POS,Travel,UAE,0.263,0.171,2527,14,1,0
98.64,15,POS,Food,UAE,0.377,0.248,1421,6,1,0
44.99,10,POS,Travel,India,0.147,0.26,1350,12,0,0
13.21,6,POS,Entertainment,India,0.073,0.487,391,21,0,0
74.73,11,ATM,Electronics,India,0.474,0.427,352,12,0,0
196.18,4,ATM,Grocery,India,0.418,0.065,1654,6,0,1
20.13,8,Online,Travel,India,0.055,0.167,2284,19,0,0
126.31,5,POS,Electronics,UAE,0.113,0.188,2545,9,1,0
92.9,14,Online,Electronics,India,0.255,0.493,2349,9,0,0
141.2,16,POS,Travel,India,0.282,0.414,1351,16,0,0
159.49,21,Online,Food,India,0.069,0.356,827,14,0,0
33.3,1,Online,Utilities,India,0.503,0.202,1223,11,0,0
13.24,7,POS,Entertainment,India,0.1,0.414,515,16,0,0
39.11,6,ATM,Travel,India,0.064,0.282,1568,13,0,0
162.25,13,ATM,Entertainment,India,0.164,0.284,425,7,0,0
38.78,12,POS,Utilities,India,0.221,0.333,2273,6,0,0
33.31,21,Online,Travel,UK,0.417,0.171,304,10,1,0
10.79,22,Online,Travel,USA,0.425,0.22,1225,15,1,0
384.77,18,POS,Grocery,Singapore,0.461,0.242,872,8,1,0
152.28,4,POS,Utilities,India,0.267,0.235,1873,11,0,0
144.01,0,Online,Entertainment,India,0.286,0.444,2148,14,0,0
175.52,21,Bank Transfer,Electronics,India,0.293,0.148,1170,10,0,0
118.71,22,Online,Utilities,UAE,0.241,0.433,858,8,1,0
52.23,6,Online,Food,India,0.149,0.705,2758,9,0,0
56.61,1,Online,Utilities,India,0.028,0.218,2513,10,0,0
43.49,16,Online,Utilities,UAE,0.551,0.106,2531,13,1,0
929.59,14,POS,Utilities,UAE,0.123,0.166,1003,13,1,0
116.27,21,Online,Electronics,India,0.297,0.343,129,9,0,0
41.94,13,Bank Transfer,Food,UK,0.261,0.191,2115,12,1,0
106.22,18,ATM,Travel,India,0.264,0.152,626,11,0,0
24.27,18,Bank Transfer,Utilities,India,0.195,0.118,635,17,0,0
300.22,0,POS,Travel,India,0.322,0.633,2390,13,0,0
34.43,3,Online,Electronics,UAE,0.544,0.319,343,13,1,0
110.07,18,Online,Food,India,0.351,0.482,2507,14,0,0
193.64,4,POS,Entertainment,UK,0.384,0.568,725,11,1,0
97.98,4,POS,Entertainment,India,0.079,0.126,992,17,0,0
73.29,18,ATM,Utilities,India,0.595,0.079,1879,15,0,0
67.41,4,Online,Entertainment,USA,0.336,0.332,2072,11,1,0
63.03,3,Online,Entertainment,UK,0.427,0.245,1992,11,1,0
37.46,0,POS,Food,UAE,0.241,0.193,1522,9,1,0
42.54,11,Online,Electronics,UK,0.796,0.142,1861,5,1,0
292.83,15,POS,Utilities,USA,0.354,0.319,1138,15,1,0
59.83,17,POS,Electronics,India,0.152,0.076,1267,11,0,0
30.39,21,Online,Food,UAE,0.099,0.309,368,13,1,0
39.79,15,POS,Travel,India,0.044,0.185,1679,10,0,0
200.41,18,Bank Transfer,Electronics,India,0.392,0.376,1037,19,0,0
131.05,5,Online,Electronics,India,0.207,0.37,2824,8,0,0
116.78,8,POS,Travel,India,0.437,0.187,2889,16,0,0
51.55,7,POS,Entertainment,India,0.498,0.319,225,9,0,0
118.32,1,ATM,Entertainment,India,0.214,0.314,1918,14,0,0
35.04,23,POS,Entertainment,India,0.08,0.346,248,8,0,0
51.44,5,POS,Grocery,UAE,0.606,0.468,1074,15,1,0
175.88,10,Online,Travel,UAE,0.226,0.31,1480,7,1,0
159.86,8,POS,Travel,India,0.463,0.209,865,11,0,0
24.98,1,Online,Entertainment,UAE,0.171,0.539,2405,13,1,0
28.35,21,Online,Utilities,India,0.09,0.36,25,12,0,0
74.34,5,POS,Electronics,India,0.339,0.286,2635,12,0,0
374.7,2,ATM,Travel,UAE,0.27,0.291,2942,13,1,0
9.82,8,Online,Food,India,0.335,0.383,2191,11,0,0
88.09,3,Online,Utilities,UK,0.145,0.338,2972,11,1,0
16.84,23,POS,Electronics,India,0.168,0.3,663,18,0,0
35.36,4,Online,Travel,India,0.62,0.214,1856,10,0,1
46.32,7,POS,Food,India,0.586,0.525,2276,12,0,0
43.79,6,Online,Utilities,UAE,0.249,0.281,1039,12,1,0
39.1,0,POS,Entertainment,India,0.064,0.231,653,10,0,0
67.17,0,Bank Transfer,Food,India,0.167,0.359,1156,11,0,0
39.05,12,POS,Entertainment,India,0.239,0.064,45,26,0,0
15.45,5,Bank Transfer,Grocery,India,0.461,0.27,1577,16,0,0
145.46,2,Bank Transfer,Entertainment,India,0.237,0.351,458,11,0,0
141.58,6,Online,Grocery,UK,0.304,0.086,945,14,1,0
154.96,6,POS,Electronics,India,0.195,0.429,2904,6,0,0
14.29,10,Online,Electronics,India,0.139,0.303,208,12,0,0
89.92,23,Bank Transfer,Entertainment,India,0.494,0.105,2143,12,0,0
131.1,7,Online,Travel,India,0.799,0.114,734,13,0,0
23.78,16,Online,Travel,USA,0.571,0.117,441,7,1,1
67.3,18,POS,Utilities,UK,0.27,0.463,1650,11,1,0
59.37,1,ATM,Electronics,India,0.374,0.124,932,11,0,0
420.8,12,POS,Entertainment,India,0.073,0.359,2049,14,0,0
456.91,10,POS,Food,India,0.209,0.333,2649,9,0,0
12.62,12,POS,Food,Singapore,0.157,0.132,2155,16,1,0
807.49,4,Online,Entertainment,UAE,0.346,0.448,2141,18,1,0
26.7,11,Bank Transfer,Entertainment,UK,0.2,0.238,1898,12,1,0
177.8,2,ATM,Utilities,India,0.268,0.588,731,8,0,0
176.0,22,POS,Entertainment,India,0.265,0.28,1352,9,0,0
24.64,14,Online,Travel,UAE,0.06,0.337,2931,12,1,0
109.21,0,ATM,Travel,India,0.235,0.25,1587,13,0,0
59.89,12,Online,Utilities,USA,0.11,0.49,1746,14,1,0
116.09,22,POS,Electronics,UAE,0.239,0.047,1879,13,1,0
83.99,17,Online,Travel,UK,0.424,0.259,1648,12,1,0
220.6,6,Online,Grocery,India,0.198,0.46,343,4,0,0
71.91,21,Bank Transfer,Food,India,0.32,0.139,1760,9,0,0
56.38,4,Online,Food,UAE,0.185,0.402,480,9,1,0
199.55,5,POS,Entertainment,India,0.064,0.497,2198,7,0,0
119.15,3,ATM,Entertainment,UAE,0.242,0.51,2692,14,1,0
138.63,22,POS,Entertainment,India,0.137,0.024,790,7,0,0
34.31,17,Bank Transfer,Food,UK,0.123,0.151,881,13,1,0
23.45,12,Online,Utilities,UAE,0.096,0.09,72,10,1,0
37.8,16,POS,Utilities,India,0.331,0.11,964,16,0,0
35.84,6,Online,Entertainment,India,0.553,0.205,1952,11,0,0
146.38,1,POS,Electronics,India,0.617,0.11,527,13,0,0
176.97,20,POS,Travel,UK,0.153,0.376,1422,13,1,0
57.1,23,Online,Grocery,India,0.124,0.453,2419,7,0,0
278.92,0,ATM,Utilities,India,0.385,0.388,2434,10,0,0
262.03,1,ATM,Entertainment,Singapore,0.333,0.226,103,15,1,0
85.06,13,Online,Utilities,UAE,0.295,0.272,2782,13,1,0
29.32,1,POS,Entertainment,Singapore,0.422,0.458,2536,12,1,0
322.27,17,Online,Electronics,India,0.473,0.291,1832,19,0,0
62.74,22,Online,Grocery,UAE,0.234,0.231,2411,21,1,0
75.65,6,POS,Grocery,Singapore,0.257,0.135,1785,11,1,0
47.48,7,Bank Transfer,Entertainment,India,0.178,0.308,1242,12,0,0
27.39,20,Bank Transfer,Travel,UAE,0.139,0.263,1908,11,1,0
15.35,8,POS,Electronics,India,0.575,0.155,2665,9,0,0
125.57,5,ATM,Utilities,UAE,0.322,0.191,235,13,1,0
30.47,2,Online,Electronics,UK,0.215,0.642,2197,10,1,0
1421.59,20,POS,Utilities,India,0.295,0.256,1089,6,0,0
22.51,22,Online,Food,India,0.341,0.342,2552,12,0,0
18.97,1,POS,Entertainment,India,0.203,0.112,1972,6,0,0
111.07,19,POS,Grocery,India,0.147,0.136,296,12,0,0
307.76,3,Bank Transfer,Electronics,USA,0.062,0.365,1581,13,1,0
71.14,3,Online,Travel,Singapore,0.185,0.176,2508,11,1,0
118.18,9,POS,Grocery,India,0.136,0.256,2354,3,0,0
10.55,10,Online,Utilities,India,0.361,0.005,2059,13,0,0
33.87,20,Bank Transfer,Food,USA,0.266,0.438,356,20,1,0
22.79,16,Online,Electronics,India,0.622,0.153,2987,15,0,0
10.02,3,Bank Transfer,Electronics,India,0.461,0.383,1910,15,0,0
74.96,14,Bank Transfer,Travel,India,0.171,0.064,2441,13,0,0
7.08,21,POS,Grocery,India,0.414,0.204,2518,14,0,0
17.78,15,Online,Utilities,India,0.459,0.153,2970,14,0,0
38.97,5,Online,Grocery,Singapore,0.29,0.173,1990,17,1,0
29.04,3,ATM,Electronics,India,0.337,0.253,1648,13,0,0
99.13,10,Online,Grocery,India,0.188,0.137,232,11,0,0
90.52,11,POS,Utilities,UK,0.143,0.074,406,11,1,0
163.01,8,POS,Travel,UAE,0.093,0.519,1989,13,1,0
141.51,2,Online,Electronics,India,0.128,0.165,2778,15,0,0
208.68,2,ATM,Entertainment,Singapore,0.107,0.401,2551,13,1,0
66.56,12,ATM,Food,UK,0.12,0.23,2554,13,1,0
90.33,22,Online,Electronics,UAE,0.137,0.303,446,8,1,0
111.22,14,POS,Food,India,0.131,0.13,1346,9,0,0
76.83,10,POS,Electronics,India,0.028,0.721,1856,13,0,0
44.83,22,ATM,Travel,India,0.178,0.174,1856,13,0,0
47.83,16,Online,Food,UK,0.137,0.252,1459,14,1,0
29.44,17,ATM,Electronics,Singapore,0.155,0.333,2819,7,1,0
101.66,13,POS,Utilities,India,0.477,0.29,674,17,0,0
60.7,18,Online,Electronics,India,0.195,0.378,2508,17,0,0
34.36,12,Bank Transfer,Entertainment,India,0.365,0.023,1326,10,0,0
34.39,14,POS,Travel,India,0.097,0.364,1928,10,0,0
19.88,14,POS,Food,UAE,0.313,0.385,1269,8,1,0
177.48,18,Online,Food,India,0.519,0.251,1080,15,0,0
72.14,21,Online,Entertainment,USA,0.065,0.302,1714,13,1,0
28.14,7,Bank Transfer,Electronics,India,0.417,0.196,1608,14,0,0
149.69,16,Bank Transfer,Entertainment,Singapore,0.224,0.115,2245,7,1,0
38.07,0,ATM,Grocery,Singapore,0.43,0.372,218,13,1,0
16.34,12,POS,Entertainment,India,0.384,0.457,291,11,0,0
185.16,21,Online,Entertainment,USA,0.47,0.197,1141,14,1,0
38.97,15,Bank Transfer,Electronics,Singapore,0.442,0.329,604,14,1,0
44.31,6,Online,Grocery,UAE,0.208,0.198,2150,5,1,0
69.49,14,Bank Transfer,Food,India,0.263,0.284,1926,4,0,0
209.05,8,Online,Entertainment,India,0.071,0.461,426,10,0,0
68.04,10,POS,Electronics,India,0.267,0.144,369,16,0,0
20.1,5,Online,Grocery,USA,0.513,0.205,2528,12,1,0
114.88,14,Online,Electronics,India,0.529,0.487,1972,10,0,0
41.06,4,POS,Utilities,UAE,0.268,0.195,2682,9,1,0
440.51,10,POS,Travel,India,0.67,0.166,1971,13,0,0
66.61,22,ATM,Food,UAE,0.379,0.159,1212,15,1,0
7.13,18,POS,Electronics,India,0.126,0.563,1010,6,0,0
95.33,9,POS,Entertainment,India,0.131,0.29,2495,13,0,0
466.19,23,Online,Electronics,India,0.531,0.201,2966,10,0,0
322.44,0,ATM,Electronics,India,0.057,0.071,1304,18,0,0
416.11,23,Online,Food,Singapore,0.431,0.25,1422,13,1,1
24.05,8,Bank Transfer,Food,India,0.339,0.439,1193,12,0,0
166.03,19,Bank Transfer,Electronics,India,0.144,0.11,2885,11,0,0
32.4,22,Online,Travel,UAE,0.817,0.412,362,11,1,0
83.45,14,POS,Grocery,India,0.235,0.348,537,9,0,0
18.67,14,ATM,Entertainment,India,0.208,0.061,2465,9,0,0
35.01,17,POS,Electronics,Singapore,0.245,0.15,2806,11,1,0
33.91,5,ATM,Food,India,0.354,0.514,826,7,0,0
163.79,4,Online,Electronics,India,0.601,0.236,1729,8,0,0
148.52,8,Online,Utilities,India,0.103,0.083,855,11,0,0
87.95,11,Online,Entertainment,India,0.286,0.096,2969,12,0,0
17.28,17,Online,Electronics,India,0.325,0.455,207,12,0,0
48.83,6,Bank Transfer,Travel,UAE,0.117,0.691,1793,10,1,0
31.62,13,POS,Entertainment,India,0.315,0.153,1774,9,0,0
159.12,0,Bank Transfer,Grocery,UAE,0.204,0.055,2793,11,1,0
216.63,0,POS,Grocery,India,0.113,0.32,1696,10,0,0
191.79,23,ATM,Grocery,India,0.518,0.122,1049,10,0,0
31.34,20,Bank Transfer,Electronics,India,0.469,0.343,1477,11,0,0
4.31,20,Online,Electronics,India,0.273,0.263,1898,15,0,0
11.39,7,POS,Travel,India,0.166,0.073,2549,15,0,0
276.34,12,ATM,Travel,Singapore,0.26,0.206,97,17,1,0
44.65,16,ATM,Travel,UK,0.047,0.206,2151,14,1,0
31.48,6,POS,Electronics,USA,0.527,0.235,1749,9,1,0
344.7,17,Online,Travel,India,0.111,0.2,594,9,0,0
236.31,16,ATM,Food,Singapore,0.22,0.302,1125,8,1,0
68.34,9,POS,Electronics,India,0.319,0.344,1663,6,0,0
49.73,10,Online,Utilities,USA,0.647,0.458,2472,8,1,0
58.43,7,Online,Utilities,USA,0.395,0.357,2523,17,1,0
83.69,19,POS,Food,India,0.377,0.419,1490,8,0,0
330.32,23,ATM,Food,India,0.522,0.184,2094,8,0,0
101.74,23,POS,Grocery,UAE,0.247,0.075,1569,9,1,0
137.83,18,Bank Transfer,Food,India,0.332,0.626,2047,16,0,0
214.71,8,Online,Electronics,USA,0.255,0.229,2949,9,1,0
20.7,18,Online,Travel,UAE,0.672,0.104,261,13,1,0
141.86,5,Online,Entertainment,India,0.407,0.127,2671,9,0,0
49.67,21,Online,Grocery,India,0.14,0.107,541,14,0,0
5.39,6,ATM,Travel,India,0.625,0.267,2794,14,0,0
7.94,9,Online,Entertainment,UK,0.155,0.212,1240,10,1,0
24.09,2,ATM,Utilities,India,0.098,0.422,509,18,0,0
113.43,1,Online,Food,India,0.517,0.473,139,17,0,0
74.72,9,POS,Food,India,0.411,0.348,2640,9,0,0
80.19,13,POS,Utilities,UAE,0.361,0.48,2177,12,1,0
469.16,0,ATM,Grocery,Singapore,0.329,0.372,1283,13,1,0
18.74,20,Online,Electronics,India,0.427,0.247,2796,18,0,0
64.88,2,Online,Travel,UAE,0.402,0.137,2556,21,1,0
90.42,23,Online,Electronics,USA,0.195,0.266,530,18,1,0
31.94,6,Online,Utilities,UAE,0.539,0.329,1526,7,1,0
68.6,9,Online,Food,India,0.521,0.381,1930,10,0,0
13.46,3,Online,Utilities,India,0.189,0.093,2000,12,0,0
273.12,19,Bank Transfer,Food,Singapore,0.471,0.187,1513,14,1,0
33.73,17,POS,Utilities,India,0.282,0.215,753,9,0,0
508.47,1,Online,Travel,India,0.443,0.313,707,16,0,0
64.56,2,POS,Travel,UK,0.06,0.186,584,12,1,0
186.43,14,ATM,Travel,India,0.52,0.516,1442,16,0,0
63.22,20,Online,Entertainment,India,0.132,0.273,1672,17,0,0
64.67,2,Online,Food,India,0.2,0.395,2835,14,0,0
37.19,5,ATM,Travel,India,0.302,0.524,430,8,0,0
75.12,13,Online,Travel,India,0.254,0.616,1425,13,0,0
91.65,2,POS,Electronics,India,0.376,0.482,1874,12,0,0
30.44,7,Online,Grocery,India,0.166,0.164,1291,13,0,0
58.85,0,POS,Entertainment,UK,0.324,0.389,99,12,1,0
36.23,11,Bank Transfer,Utilities,India,0.287,0.463,2024,16,0,0
664.92,17,ATM,Utilities,India,0.467,0.453,600,13,0,0
60.96,9,ATM,Travel,USA,0.056,0.265,2217,23,1,0
312.7,6,Bank Transfer,Electronics,India,0.285,0.268,826,13,0,0
54.84,10,ATM,Food,India,0.288,0.316,2029,11,0,0
86.43,12,Online,Electronics,India,0.162,0.265,506,10,0,0
17.79,3,POS,Electronics,USA,0.11,0.878,1855,9,1,0
42.65,2,Online,Travel,India,0.305,0.125,355,16,0,0
82.31,4,Bank Transfer,Grocery,India,0.144,0.269,894,6,0,0
325.71,23,Bank Transfer,Electronics,India,0.237,0.209,2291,14,0,0
83.26,17,ATM,Grocery,Singapore,0.301,0.277,810,9,1,0
266.06,3,POS,Grocery,USA,0.054,0.192,1256,10,1,0
126.56,7,POS,Food,UAE,0.751,0.351,1300,15,1,0
339.48,9,Bank Transfer,Utilities,USA,0.357,0.107,765,8,1,0
62.86,4,POS,Food,India,0.196,0.366,1736,13,0,0
727.94,20,Online,Grocery,India,0.284,0.183,914,15,0,0
41.04,22,Online,Utilities,India,0.128,0.52,1583,14,0,0
30.99,5,POS,Entertainment,India,0.055,0.12,2381,12,0,0
19.88,0,Online,Travel,India,0.164,0.189,2256,11,0,0
686.1,6,Bank Transfer,Travel,India,0.154,0.254,678,8,0,0
151.33,13,ATM,Utilities,USA,0.167,0.664,2061,13,1,0
47.75,19,Online,Electronics,USA,0.482,0.323,2285,16,1,1
232.53,8,Online,Grocery,India,0.409,0.581,1681,15,0,0
132.65,6,Bank Transfer,Travel,India,0.149,0.407,2190,13,0,0
476.34,5,Online,Travel,India,0.035,0.297,1257,14,0,0
14.18,0,Online,Electronics,India,0.413,0.165,203,15,0,0
51.14,0,Online,Electronics,India,0.274,0.228,1729,17,0,0
41.99,10,POS,Food,India,0.495,0.324,2718,5,0,0
9.27,14,POS,Travel,India,0.495,0.27,1445,8,0,0
192.54,0,Bank Transfer,Food,UAE,0.212,0.269,1692,18,1,0
50.89,4,Online,Electronics,India,0.171,0.431,2020,14,0,0
139.72,21,POS,Utilities,India,0.192,0.266,2515,6,0,0
706.11,23,POS,Entertainment,India,0.362,0.14,1474,11,0,0
46.84,15,Bank Transfer,Travel,India,0.232,0.176,955,13,0,0
43.77,12,Online,Grocery,India,0.146,0.323,1890,12,0,0
75.09,13,Online,Food,UAE,0.157,0.058,2070,11,1,0
178.98,8,POS,Electronics,India,0.111,0.414,2010,11,0,0
37.84,4,Bank Transfer,Utilities,India,0.571,0.055,1807,16,0,0
35.48,9,Bank Transfer,Electronics,UAE,0.611,0.4,2999,15,1,0
191.94,16,Online,Travel,India,0.177,0.121,810,18,0,0
97.38,15,POS,Electronics,India,0.448,0.511,948,13,0,0
8.63,16,Online,Utilities,India,0.12,0.384,2554,8,0,0
19.58,14,ATM,Grocery,India,0.231,0.147,545,11,0,0
299.24,1,ATM,Utilities,UAE,0.376,0.506,2441,14,1,0
99.68,15,Bank Transfer,Travel,India,0.42,0.466,744,19,0,0
31.12,21,Online,Utilities,UK,0.335,0.747,2010,19,1,0
56.24,15,POS,Food,India,0.129,0.178,2561,10,0,0
67.57,13,Online,Food,UK,0.531,0.226,2604,27,1,0
139.18,5,ATM,Travel,Singapore,0.099,0.321,1812,9,1,0
17.15,19,POS,Entertainment,Singapore,0.318,0.058,657,12,1,0
28.76,10,POS,Food,Singapore,0.735,0.365,1015,13,1,0
87.62,6,ATM,Electronics,USA,0.18,0.227,2130,21,1,0
60.35,11,Online,Electronics,India,0.391,0.551,1914,16,0,0
118.14,2,ATM,Food,India,0.329,0.315,865,8,0,0
19.5,22,POS,Electronics,India,0.36,0.097,1716,17,0,0
95.31,16,POS,Utilities,India,0.31,0.405,2818,17,0,0
198.66,7,POS,Grocery,India,0.377,0.047,174,16,0,0
108.51,19,Online,Travel,USA,0.266,0.257,1694,13,1,0
76.64,1,ATM,Utilities,USA,0.326,0.133,1658,18,1,0
60.59,9,Online,Entertainment,UAE,0.407,0.308,2547,6,1,0
28.94,15,Online,Electronics,India,0.586,0.157,773,13,0,0
62.05,0,POS,Food,UK,0.38,0.617,539,12,1,0
235.03,17,ATM,Grocery,USA,0.188,0.066,1328,14,1,0
59.2,19,Bank Transfer,Travel,UAE,0.254,0.268,954,12,1,0
27.39,14,ATM,Utilities,UK,0.329,0.272,2665,12,1,0
40.76,4,POS,Food,India,0.202,0.348,2289,16,0,0
81.52,17,Online,Grocery,India,0.096,0.227,1178,8,0,0
45.9,8,POS,Entertainment,UAE,0.224,0.384,1076,15,1,0
108.34,17,POS,Electronics,USA,0.224,0.219,39,12,1,1
112.49,15,POS,Food,UK,0.125,0.369,270,17,1,0
162.22,2,POS,Utilities,UK,0.177,0.662,1669,8,1,0
276.87,2,POS,Utilities,USA,0.025,0.47,1971,18,1,0
180.52,0,ATM,Grocery,UK,0.186,0.211,2385,12,1,0
